ImageID;LabelName;Conf;XMin;XMax;YMin;YMax
0_23-11-2021_02-18-50_PM.jpg;4;0.951172;0.09668550000000001;0.25690650000000004;0.673729;0.805085
0_23-11-2021_02-18-56_PM.jpg;4;0.952637;0.5250005;0.7958335000000001;0.74;0.8500000000000001
0_23-11-2021_02-19-19_PM.jpg;0;0.557617;0.0;0.986486;0.0451125;0.8759395
0_23-11-2021_02-19-19_PM.jpg;4;0.956055;0.8310815;0.9324325;0.616541;0.7293229999999999
0_23-11-2021_02-20-47_PM.jpg;4;0.962891;0.17095649999999998;0.3694855;0.6920904999999999;0.8276835
0_23-11-2021_02-37-47_PM.jpg;4;0.957031;0.5472640000000001;0.741294;0.7524035;0.9543265000000001
0_23-11-2021_02-38-40_PM.jpg;4;0.945801;0.068063;0.204189;0.775229;0.862385
0_23-11-2021_02-38-46_PM.jpg;4;0.940918;0.0695875;0.2036085;0.7783017;0.8679243
0_23-11-2021_02-56-42_PM.jpg;4;0.944824;0.0703125;0.2083335;0.7688682;0.8632078000000001
0_23-11-2021_04-41-35_PM.jpg;4;0.945801;0.7869195;0.9071724999999999;0.5437955;0.6496345
0_23-11-2021_05-55-18_PM.jpg;4;0.92627;0.38359849999999995;0.6851855;0.9426528000000001;0.9802872
0_23-11-2021_09-28-25_PM.jpg;4;0.951172;0.7836885;0.9042555000000001;0.5792685;0.7073175
0_24-11-2021_01-12-29_PM.jpg;0;0.384766;0.0;0.990196;0.12601650000000003;0.8089435
0_24-11-2021_01-12-29_PM.jpg;4;0.947266;0.8019615;0.9156865000000001;0.6138215;0.7195125
0_24-11-2021_01-48-11_PM.jpg;0;0.0757446;5.000000000143778e-07;0.9901575;0.12313449999999998;0.9253735000000001
0_24-11-2021_01-48-11_PM.jpg;4;0.940918;0.803149;0.919291;0.563433;0.664179
0_24-11-2021_01-49-25_PM.jpg;0;0.120667;0.011236000000000024;1.0;0.156051;0.8949050000000001
0_24-11-2021_01-49-25_PM.jpg;4;0.955566;0.0861425;0.17977549999999998;0.41719700000000004;0.576433
0_24-11-2021_02-41-59_PM.jpg;4;0.95166;0.3085105;0.6010635;0.5947366000000001;0.6894734
0_24-11-2021_03-37-33_PM.jpg;4;0.952148;0.07368449999999999;0.2052635;0.541284;0.6834859999999999
0_24-11-2021_03-54-02_PM.jpg;4;0.949219;0.0823757;0.1704983;0.391447;0.552631
0_24-11-2021_03-59-43_AM.jpg;4;0.90918;0.3243245;0.6148655;0.74305555;0.81944445
0_24-11-2021_04-01-33_AM.jpg;4;0.947754;0.214286;0.479592;0.7611109;0.8333330999999999
0_24-11-2021_04-11-58_PM.jpg;4;0.956055;0.8585273000000001;0.9379847;0.405594;0.555944
0_24-11-2021_04-13-05_PM.jpg;4;0.933594;0.18627500000000002;0.382353;0.9310346;0.9913794
0_24-11-2021_04-17-46_AM.jpg;4;0.962402;0.525424;0.7881360000000001;0.7425740000000001;0.861386
0_24-11-2021_04-37-41_AM.jpg;4;0.94873;0.08507899999999999;0.21335099999999999;0.8262984;0.8961036
