ImageID;LabelName;Conf;XMin;XMax;YMin;YMax
0_23-11-2021_02-18-50_PM.jpg;4;0.958496;0.09392249999999999;0.2569055;0.673729;0.805085
0_23-11-2021_02-18-56_PM.jpg;4;0.943359;0.5250005;0.7958335000000001;0.74;0.8500000000000001
0_23-11-2021_02-19-19_PM.jpg;0;0.23938;0.00900899999999999;0.5405409999999999;0.09398499999999999;0.830827
0_23-11-2021_02-19-19_PM.jpg;4;0.951172;0.8288295;0.9301805;0.616541;0.7293229999999999
0_23-11-2021_02-20-47_PM.jpg;4;0.959473;0.1709555;0.3676465;0.6920904999999999;0.8276835
0_23-11-2021_02-37-47_PM.jpg;4;0.952637;0.5472640000000001;0.741294;0.7524035;0.9543265000000001
0_23-11-2021_02-38-40_PM.jpg;4;0.936035;0.068063;0.204189;0.775229;0.862385
0_23-11-2021_02-38-46_PM.jpg;4;0.947754;0.07216550000000001;0.20360850000000003;0.7783017;0.8679243
0_23-11-2021_02-56-42_PM.jpg;4;0.947266;0.0729165;0.2083335;0.7735847;0.8632073
0_23-11-2021_04-41-35_PM.jpg;4;0.937988;0.7869195;0.9071724999999999;0.547445;0.649635
0_23-11-2021_05-55-18_PM.jpg;4;0.910645;0.38359849999999995;0.6851855;0.9444448;0.9820791999999999
0_23-11-2021_09-28-25_PM.jpg;4;0.949707;0.7836885;0.9042555000000001;0.5792685;0.7073175
0_24-11-2021_01-12-29_PM.jpg;0;0.100037;0.0;0.980392;0.113821;0.8333330000000001
0_24-11-2021_01-12-29_PM.jpg;4;0.942383;0.8019615;0.9156865000000001;0.6138215;0.7195125
0_24-11-2021_01-48-11_PM.jpg;4;0.937988;0.8031495;0.9173225;0.563433;0.667911
0_24-11-2021_01-49-25_PM.jpg;4;0.956055;0.0861425;0.17977549999999998;0.41719700000000004;0.576433
0_24-11-2021_02-41-59_PM.jpg;4;0.951172;0.3085105;0.6010635;0.5947366000000001;0.6894734
0_24-11-2021_03-37-33_PM.jpg;4;0.958984;0.0763155;0.20526250000000001;0.536697;0.6788989999999999
0_24-11-2021_03-54-02_PM.jpg;4;0.955078;0.0823757;0.1704983;0.391447;0.552631
